permalink,published_at,_date-modified,title,description,body,,,,,image,
247,2007-04-07 10:59:41,2007-04-07 11:11:45,General Sherman's Credo,"In 1879, Gen. William ""Tecumseh"" Sherman, took time out from fighting Indians out West to go East and address the Centennial of Gen. Sullivan's 1779 victory over the Iroquois.","""I do not intend to occupy but one or two minutes of your time, because I am conscious that you look upon me simply as one of the curiosities of the day. But, my friends, we are all at war. Ever since the first white man landed upon this continent, there has been a battle. We are at war to-day—a war between civilization and savages. Our forefathers, when they first landed upon this continent, came to found an empire based upon new principles, and all opposition to it had to pass away, whether it be English or French on the north, or Indians on the west; and no one knew it better than our father, Washington. [Applause.] He gave General Sullivan orders to come here and punish the Six Nations, for their cruel massacre in the valley of the Wyoming, and to make it so severe that it would not occur again. And he did so. General Sullivan obeyed his orders like a man and like a soldier, and the result was from that time forward, your people settled up these beautiful valleys all around here, and look at their descendants here—a million almost. [Applause.]

If it had not been for General Sullivan and the men who followed him from Easton, and Clinton's force that came across from Albany, probably some of you would not have been here to-day.

Battles are not measured by their death-roll, but by their results, and it makes no difference whether one man was killed or five hundred, if the same result followed. This valley was opened to civilization; it came on the heels of General Sullivan's army, and has gone on, and gone on until to-day. The same battle is raging upon the Yellow Stone. The same men, endowed by the same feelings that General Sullivan's army had, to-day are contending with the same causes and the same races, two thousand miles west of here; not for the purpose of killing, not for the purpose of shedding blood, not for the purpose of doing wrong at all; but to prepare the way for that civilization which must go along wherever yonder flag floats. [Applause.]

I know it is a very common, and too common a practice, to accuse General Sullivan of having destroyed peach trees and cornfields, and all that nonsense. He had to do it, and he did do it. Why does the Almighty strike down the tree with lightning? Why does [440] He bring forth the thunder storm? To purify the air, so that the summer time may come, and the harvest and the fruits. And so with war. When all things ought to be peaceful, war comes and purifies the atmosphere. So it was with our Civil War; that purified the atmosphere; we are better for it; you are better for it; we are all better for it. Wherever men raise up their hands to oppose this great advancing tide of civilization, they must be swept aside, peaceably if possible, forcibly if we must...""

Gen. William ""Tecumseh"" Sherman
Elmira, New York
1879",,,,,NULL,
188,2007-03-08 19:01:14,2007-04-09 14:13:11,Facing Defeat,,The sole road marker to America's worst recorded horse massacre (2 miles to the left). It was an <i>essential</i> link in pacifying the Southern Plains for westward expansion and Manifest Destiny.,,,,,188_t.jpg,
189,2007-03-08 19:18:04,NULL,Fateful Text,,Bullet holes punctuate the text that announces the end of free inidgenous life on the Southern Plains.,,,,,189_t.jpg,
193,2007-03-09 10:51:35,2007-03-12 12:18:29,"As the Buffalo goes, so go the Plains...",,"Before ""Cattle was King"" in the Panhandle, this elder's forebearers blocked the massive investment project that made the ancient West ""new"" again. In 1876, on driving his first cattle herd into Palo Duro, Goodnight's team initially drove over 10,000 buffalo deeper into the canyon; then, to wall off the cattle, forcibly prevented the buffalo's return. When word was leaked that 10-12,000 buffalo still roamed Palo Duro, the buffalo killers descended and nearly ""cleared"" every last one. The brute fact is that by bringing cattle herds into Palo Duro, Charles Goodnight, eventually known as ""the savior of the buffalo,"" had contributed mightily to the buffalo's near final demise.",,,,,193_t.jpg,
195,2007-03-11 14:01:13,NULL,Battle Signs,,"An official historical marker within Palo Duro Canyon State Park, marking part of the area where Mackenzie secretly attacked and uprooted the last free Indian encampments on the Southern Plains, September 28, 1874.",,,,,195_t.jpg,
196,2007-03-11 17:47:51,2007-03-11 18:21:46,"The HQ, Then & Now",,"As chief of the Army's Department of the Missouri and de facto overseer of Plains Indian pacification, Sheridan's HQ was situated at 534 S. Wabash Ave, near the arrow at today's 1200 block. It sat around the corner from his great mansion on South Michigan Avenue. (Google Maps)",,,,,196_t.jpg,
199,2007-03-13 07:58:06,2007-04-15 09:36:04,Consumption,,"West of the Mississippi, massive buffalo slaughter enabled and completed the private and public appropriation of former Indian lands. (Image by John Hitchcock)",,,,,199_t.jpg,
200,2007-03-13 08:08:49,2007-03-24 02:17:47,Deforestation,,"East of the Mississippi, massive deforestation enabled and completed the private and public appropriation of former Indian lands, even as it paved the way to massive commodity farming.",,,,,200_t.jpg,
203,2007-03-13 10:57:03,2007-03-13 11:06:18,The Grand Canyon of the East,,"This arguably is the last free ancestral dwelling place of the Haudenosaunee/Seneca of the Iroquois Six Nations; burnt out by the Sullivan-Clinton Campaign of 1779 and ousted by the subsequent Buffalo Creek Treaties with the land-hungry ""Empire State"" of New York. Today, as NY's Letchworth State Park, it stands only miles from where Cornelia Adair was raised and may well have been viewed by John Adair on his visits with her to western NY.",,,,,203_t.jpg,
204,2007-03-17 15:14:11,2007-03-24 02:12:51,Liberty's Penny: Indian Head Cent,,"An image of the 1872 U.S. penny, all decked out in an Indan Headress, emblazoned with an homage to Liberty. This appears on the eve of America's depression of 1873. In a sense it is prophetic of measures in the wings to restore the nation's economic confidence: Custer's Gold Expedition in the Lakota's sacred Black Hills and Sherman-Sheridan's war against the Commanche, Kiowa and Cheyenne on the Southern Plains. It is likely that the Adair's saw this ""coin of the realm"" on their 1874 buffalo hunt.",,,,,204_t.jpg,
205,2007-03-18 09:44:35,2007-03-18 19:27:40,Cattle Drive,,"A classic glimpse of life on the Open Range. Such images romanticized cattle empires like Adair's JA Ranch and helped fuel the Beef Bonanza, <i>the</i> investment bubble of the late 1880's. It lasted until the barbed wire and the railroads ended free-range Cowboy life; just as they had helped put an end to free Indian life. The cattle drives in the Panhandle region largely stopped in 1887 (two years after Adair's death) when the Santa Fe railroad came to Amarillo.Today's iconic Marlboro Man echoes back to a period that, in fact, lasted no more than twenty years.",,,,,205_t.jpg,
206,2007-03-18 11:30:53,2007-03-31 09:06:33,Sheridan,,"General Sheridan's portrait from the Army Art Collection. It is painted by William F. Cogswell, a favored contemporary who also did portraits of Lincoln and Grant.

In his memoirs, Phil Sheridan stated that he was born in Albany, N.Y. But there is no birth or baptismal record to back that claim. People in County Cavan, Ireland, have claimed for generations that Sheridan was born there. His mother mentioned two possible places of nativity. n the summer of 1871, returning from observing the Franco-Prussian War, the general visited England, Scotland, and finally Ireland. 

According to a 1925 article provided by Cavan Research Centre, during Sheridan's visit to Dublin, he invited a first cousin, Anthony Sheridan, to remain with him during his stay. Anthony's brother, Tom, later told the article's author that ""the General spoke often of his home in East Cavan, and was proud of the fact that he was a native Irishman."" Sheridan was four-months-old when his parents landed in America, a priest from Somerset told the author, raising the question: How would Sheridan have come to know of his East Cavan home? 
(Joseph E. Gannon)",,,,,206_t.jpg,
207,2007-03-18 13:17:23,2007-03-29 23:16:53,"""This West of Ours"": The Great Beef Bonanza","Adair and Goodnight were five years ahead of their time. In 1881, a ""Beef Bonanza"" was proclaimed by General James S. Brisbin, who stampeded English and American investors with overripe passages from his huge bestseller, <i>The Beef Bonanza, or, How to Get Rich on the Plains</i>...","Everyone in the East seems to think the days for speculation are over, and they reget a hundred times a year they had not been born fity years sooner. To the discouraged let me say, be of good heart and come West, for what as been occuring in the East during the last two hundred years is now occurring in the West, only with tenfold more rapidity. Young men, when your fathers bought the homes and land which they now own, and on which you were raised, there were no railroads, and emigration was necessarily slow. Their property has been thirty, forty or even fifty years in reaching its present value. Not so the West. Railroads are everywhere, and ten or twenty years at most will do for you what it took your fathers fifty years to accomplish. Millions of people are pressing westward; and settle where you may, you will soon find yourself surrounded by neighbors, not in twos and threes as were your fathers, but by hundreds and thousands of newcomers. The growth of this West of ours has been the miracle of the nineteenth century, and its improvement has as yet only fairly begun.

Gen. James S. Brisbin
<i>The Beef Bonanza, or</i>
<i>How to Get Rich on the Plains</i>
1881",,,,,NULL,
208,2007-03-18 14:22:10,2007-03-24 13:24:01,One horse.,,"The destruction of at least 1500 horses under military necessity is the hallmark of Mackenzie's ""clearance"" of Palo Duro Canyon. It took nearly a year for the last free band, Quanah Parker's Quohadi's, to return to Ft. Sill, after ""the wrinkled hand chase"" -- a frigid winter of relentless hunger and hot pursuit. (Detail from painting by David Sprecher.)",,,,,208_t.jpg,
209,2007-03-18 19:50:59,2007-03-21 05:08:40,How the Land Question was Answered,"Speculators Jot Gunter and Bill Munson got a law through the Texas Legislature authorizing a man to file on <i>a whole county</i> for one dollar and a half; and, at the end of the year he could renew it. To get the JA, Adair and Goodnight <i>had</i> to go through Gunter and Munson. Here's Goodnight's blow by blow...","From The  Southwestern Historical Quarterly
Vol. XXXI JANUARY, 1928 No. 3:


<center>A History of the JA Ranch</center>
<center>by Harley True Burton</center>
<center>CHAPTER III</center>
<center>Formation of Partnership of Goodnight and Adair</center>

...The troubles were not ended when they arrived at their destination, because it was just a few days after their arrival that Jot Gunter, a speculator, put in a blanket survey covering the whole section of country which Colonel Goodnight had planned to use for his ranch, and hence, he surveyed them in.

<center>CHAPTER IV  </center>
<center>Expansion and Growth of the Ranch</center>

<center>PART I.  GROWTH OF THE RANCH</center>

In pursuance of the contract made between Adair and Goodnight in 1877, Colonel Goodnight bought the first twelve thousand acres of the J A Ranch from Gunter and Munson in 1877. The rare judgment displayed by Colonel Goodnight in selecting this first twelve thousand acres and in contracting for twelve thousand acres more to be bought the following year spelled success for the enterprise. Colonel Goodnight gives the following account of this transaction:

Adair furnished only money enough to buy twelve thousand acres. I knew that would not monopolize the ranch business, but I wanted to stay. However, the bad part of it was that Adair got mixed up with Gunter and Munson and they were too smart for him and the result was that they held me up for one dollar and twenty-five cents per acre on the twelve thousand acres. I had to get it through them or take my chances, and I wanted that canyon. I got them down to six bits an acre and closed for twelve thousand. acres, provided they would let me set the compass and. they would run it; and that is where that Old Crazy Quilt comes in. I took all the good land and all the water I could get and under the contract they were to let me designate twelve thousand acres more that I was to take the next year at my option. Well, I scattered that all over the Palo Duro Canyon; every good ranch in the country, every place a man was liable to come, I took. It cost like the devil to survey it. We surveyed for four or five days, and Gunter got to kicking and said, ""Why don't you take this land?"" I said, ""I don't want it."" He said, ""I ain't going to run this outfit all winter for you !"" I said, ""You contracted to; didn't you?"" He said, ""No, I didn't."" I said, ""You had better get your contract out and read it."" It stated just what I claimed. I said, ""Now, Jot, behave yourself and get along with the contract and I'll tell you where you can get another chunk of country. There's a country over there at Quitaque that is vacant."" He said, ""That ain't vacant."" I said, ""I know it is. It's the next best thing on earth, and you can locate that with these certificates you have and. make you a fortune."" And he said, ""I'll do it."" Well, we ran all over this country and kept surveying and designating and taking; spotting it up so they couldn't sell it to anybody else. And then he entered into a contract with me, that he wouldn't sell to a cattleman unless he bought a ranch. I said, ""Now if you'll go into this and not sell to a cattleman unless he buys a ranch instead or a section or two, I'll make this the best country in the world."" He kept that contract.",,,,,NULL,
210,2007-03-18 20:14:29,2007-03-29 23:30:37,Surveyed Land / Paper Values,"Crony legislation, unappropriated holdings bought with land scrip, and loan-fueled survey teams carved up Indian Country into the Almighty grids and lots that launched the great Cattle Empires.","Jot Gunter was able to push a law through the Texas Legislature, authorizing a man to file exclusive survey certificates on a whole county for one dollar and a half! Then, at the end of the year he could renew it. Gunter and Bill Munson then employed an Englishman, John S. Summerfield, who, in 1874-75 was employed as a surveyor to run boundary lines in Kansas, Colorado, and Indian Territory. As their partner, Summerfield went to the Panhandle each year with a surveying crew to select unappropriated holdings that Gunter and Munson bought with land scrip, to run lines, or to correct previously made surveys. One was a major survey along the Canadian River. When Goodnight first came to Palo Duro Canyon in 1876, he found that Gunter had surveyed him in. This forced Adair to purchase the first 12,000 acres of the JA Ranch through Gunter and Munson. The financing may well have come via a mortgage loan that Adair secured through the Texas Land & Mortgage Company of Edinburgh, Scotland.",,,,,NULL,
211,2007-03-21 04:53:56,2007-03-29 23:22:41,Don't Mess with Texas,"""The historic existence in Texas of these people [Indians and Tejanos] will always live on in John Wayne films and the distorted history created by Anglo founding fathers such as John Henry Brown. But let us remember that the conqueror first tells the tale of his success. In its retelling, heroism and myth soon dominate. But the truth's reemergence is always in the offing.""","There can be no doubt, however, that the most dramatic aspect of Texas history in the first fifty years of its Anglo development is the story of its frontier. Here, people fought over the land, and too many lawless people - Anglos, Tejanos, Indians, and renegades - dreamed of empire and chose violence as a way of obtaining it...

Texans never agreed to accept the existence of western Plains Indians in the state under any circumstances. It was this denial, this refusal to accept ethnic diversity - seemingly inevitable given the Southern code - that condemned Texas to a history of violence and instability. Once started, once viewed as heroic and honorable, such violence was difficult to bring under control - it became simply the price of what Texans perceived as ""civilization.""

Gary Clayton Anderson
<i>The Conquest of Texas</i>
2005",,,,,NULL,
218,2007-03-24 07:49:17,2007-04-07 12:20:20,Bottom Line$: The JA'$ Return on Investment,"To maintain their landed Victorian lifestyle, the Adair's required a Bonanza. Their JA Ranch investment did not disappoint.","In Adair's lifetime, the JA Ranch grew to 1.25 million acres, harvested hundreds of thousands of cattle, and, in 
its first five years (by 1882-3), reaped a profit of more than $500,000, a staggering sum in 1880's dollars!",,,,,NULL,
212,2007-03-21 06:12:23,2007-03-29 23:05:02,Trail-Blazing: The Dark Side,"Charles Goodnight was a legendary trailblazer before Adair arrived on the scene with financing. For all the romance of his great cattle drives, they have a little known dark side...","Goodnight and Loving were planning too long a drive and too hard a trip to permit them even to think of running a calf wagon.  All they could do was kill the calves and drive the bawling mothers along the trail with the herd.

    The worst job fell to a Negro cowboy, Jim Fowler. Every morning Goodnight gave the cowboy a six-shooter and told him to shoot the calves dropped during the night. Then the other hands drove the cows off the bed-ground. At the end of a day's drive the cows had to be hobbled to prevent their going back to look for their calves.

    Fowler did is job, but he did not like it. Killing calves every morning was worse than drowning kittens. Finally he asked Goodnight to get someone else to do the shooting.

    But everyone else was busy, and Fowler had to go on acting as an unwilling butcher. Goodnight was understanding, but he had too many worries to spend too much time lamenting the fate of the calves or sympathizing with their executioner.

Philip Durham & Everett L. Jones
<i>The Negro Cowboys</i>
1965",,,,,NULL,
213,2007-03-21 06:21:38,2007-03-21 06:24:20,Goodnight on the Trail,"Charlie Goodnight, while decidedly brilliant, ruled his great cattle drives like a feudal overlord.","No cowboy talked out of turn on a Goodnight drive. As his memorial to [Negro cowboy] Bose Ikard shows, Goodnight was an almost feudal figure, backing his men all the way and demanding complete obedience and loyalty from them. At the start of every drive he ordinarily drew up a contract stating each man's responsibilities, forbidding gambling, drinking or cursing, and providing that any man committing a crime would be tried on the trail and punished on the spot.

Phillip Durham & Everett L. Jones
<i>The Negro Cowboys</i>
1965",,,,,NULL,
215,2007-03-24 02:29:16,2007-04-13 07:07:47,Llano Estacado & Palo Duro On High,"A satellite view of the Staked Plains and Texas Panhandle. The Staked Plains are the vastness west of Amarillio, Palo Duro Canyon is the scar that runs southeast.",,Palo Duro Canyon is the topographical scar that runs southeast from Amarillo.,,,,215_t.jpg,
216,2007-03-24 02:45:01,2007-03-29 22:59:09,"First Light, Last Refuge","Where buffalo first emerged, free Indians last migrated ","Native peoples of the Southwest Plains believed that the buffalo first emerged from the canyons of the Texas Panhandle. It's no accident that those Commanche, Kiown, Cheyenne and Arapaho who rejected the Reservations in 1874 headed to Palo Duro Canyon for a last taste of freedom.",,,,,NULL,
217,2007-03-24 02:59:47,2007-03-28 19:02:59,"A Cowboy's Ode to What the Indians ""Lost""","""I delighted in a plunge at the big spring, formerly a watering place of the Indians...""","My camp, being located in the Palo Duro, afforded me the privilege of close association with nature. I loved to ride to a steep ledge and view the canyon at sunrise and to smell the dewy cedar and listen to the mockingbirds. I learned to know the trees, shrubs, and flowers in their season and the signs and legends belonging to each. I have fed wild turkeys and quail the bread and beans from my table. I delighted in a plunge at the big spring, formerly a watering place of the Indians. The hoot of the owl, and howl of the coyote, were music to my ears through the long night. My comrade was my horse. A feller could spend lots of time pettin’ and currying a horse. We would soon have a feeling of confidence between us—a feller often had a horse smart enough to learn tricks.

Carroll Doshier
<i>The Camp Life of a Cowpuncher</i>
As told by Jim Christian",,,,,NULL,
219,2007-03-24 11:28:15,2007-04-25 14:51:13,"The Kill, Phase I: Last of the Southern Herds","""They caught the scent of water on the air and began a great motion, until the broad shadow lake became a wallow of virtually all the southern herd... The hide men followed a few days later.""","In 1877 the Texas bison had retreated to the Staked Plains, the Llano Estacado of Texas and Oklahoma. Among the southern plains tribes, it is widely believed that the bison first sprang from the earth in the canyons here. Archaeological evidence indicates that both bison and bison hunting are ancient in Texas. 

In 1877, the place was deep in one of the West's  periodic droughts. Then there came a meteorological oddity, a waterspout that poured in across the land and built a great shallow lake. The thousands of bison of the Texas herd had been well away from the lake when it formed, but evolved as they had been in a place of drought and wind, they caught the scent of water on the air and began a great motion, until the broad shadow lake became a wallow of virtually all the southern herd.

The hide men followed a few days later, at first thirsty themselves, hectoring off bison and wolves so that they and their horses could drink. <i>Then they killed.</i> A pair of hunters took 6,200 hides in the next few months. A lone man working to the south of them took 4,900. All around the Llano it was the same; wherever a seep or draw popped up, the bison congregated in their evolved defense against drought, a defense that rendered them helpless against a new enemy. The new enemy was not man, taking drought-bunched animals here just as he had in Clovis times when the mammoth bunched around that water hole in Arizona's San Pedro Valley. The enemy was this new man, whose railroads, like a lens, could focus the hungers of men of an entire world to burn on a single spot in Texas.

By 1878, the southern herd was gone, save a relict band that was to roam the plains until a cowboy spotted and fired on them in 1886. A hunting party took all of them, fifty-two animals, that winter.

Richard Manning
<i>Grassland</i>
1995",,,,,NULL,
220,2007-03-24 11:51:52,2007-04-25 14:53:00,"The Kill, Phase II: The End","The great herds of the middle region were wiped out then, and the kill moved south to Texas for its second major phase...","By New Year's Day of 1873, the Santa Fe Railroad completed a phase of work near Dodge City and laid off its crews, creating a glut of men needing money. By spring there were at least two thousand hide hunters in the region. One party of sixteen men killed 28,000 buffalo. The railroads admitted to shipping 1,378,359 hides between 1872 and 1894, but General Nelson A. Miles reported at the time that the kill was closer to 4.5 million.

   The great herds of the middle region were wiped out then, and the kill moved south to Texas for its second major phase. Fort Worth replaced Dodge as teh trade center only three years after trade at Dodge had begun. In the fall of 1875, Tom Nixon set a new record for the southern hunters. From September 15 to October 20, he alone killed 2,173 bison. The following year a London newspaper would label the hunting ""a scandal to civilization,"" a protest that was echoed on this continent. But it was already becoming clar the scandal ran much deeper than an assault on wildlife. It was not so much a scandal to civilization as it was the imposition of civilization.

Richard Manning
<i>Grassland</i>
1995",,,,,NULL,
221,2007-03-25 01:09:15,2007-03-25 19:29:50,Good Fences Make Good Neighbors,,"Privatizing the range, taken to the limit. But who shot up the sign and what's the message?",,,,,221_t.jpg,
222,2007-03-25 09:51:04,2007-03-28 18:59:26,"""My Own Soil""",All the romance and passion of a landed tradition that eclipsed - but doesn't refer to - the Indian tradition that it supplanted.,"This book [Goodnight's biography] is more than the biography of a man-- it is the background of my own soil, a part of my own tradition. Every wind that drifts the alkali dust from the Goodnight Trail across my home range sussgests a land of cattle and horses; every damp breeze carries the penetrating fragrance of greasewood, suggestive of the bold life that rode along it. Yet the land and its life have hardly changed with the years. Today, our trails are still the trails of cattle; our problems those of aridity, of grass and water along the bitter Pecos - 'graveyard of the cowman's hopes.'

J. Evetts Haley
<i>Charles Goodnight, Cowman & Plainsman</i>
1949",,,,,NULL,
103,2007-01-15 20:13:30,2007-04-17 14:06:32,Watch This Space!,"The coming year will see a number of public lectures, panels and events devoted to the Staked Plains saga as an event and a powerful symbol. These will place our Staked Plains in wider contexts and shed new light on its significance for our times... Stay tuned!  And please use the <a href=""http://stakedplains.com/contact/"" title=""Contact"" target=""_blank""><b>Contact</b></a> page on this website for further inquiries or suggestions. ",,,,,,NULL,
230,2007-03-31 13:58:30,NULL,The Big House on the Prairie,,"A roadside view of the big house of the JA Ranch, where the Adair's lived during their visits to Texas. The architect is not known, but the style is English, surely in line with the Herefords that were a mainstay of the JA's vast cattle breeding project.",,,,,230_t.jpg,
231,2007-04-04 12:01:12,2007-04-08 08:52:59,Water Rules,,"Scarcity of water dictated one's fate - commercially and survival-wise. Goodnight's genius was to purchase Palo Duro land checkerboard-style; buying only those units that held or were in close proximity to water sources. Since nobody would by the other, non-watered sites, the JA effectively controlled two units of land for the price of one. The original purchase was 12,000 acres. After that, fueled by Adair's loans and Goodnight's moxie, the holdings soared.",,,,,231_t.jpg,
250,2007-04-10 16:01:43,2007-04-14 12:09:58,Young Charlie's Credo,"Goodnight's admiring biographer records the inscription engraved on the barrel of young Charlie's ""fine rifle"" from his days as a Confederate Frontier Regiment member and Indian fighter...","'<i>Seek ye first the kingdom of God and His righteousness, and all these things shall be added unto you.</i>'

Goodnight's Rifle Engraving
Matthew 6:33
The Holy Bible",,,,,NULL,
260,2007-04-15 07:45:53,2007-04-15 07:53:54,Rails and Trails,"The Adair's were soon to enter a Texas economy ablaze with pent-up Railroad Frenzy, put on hold by the Civil War. Not only would this soon spell the end of buffalo and Indian lifeways, but, soon thereafter, would end the romantic open range and the great trail drives that had made Adair's partner, Charles Goodnight, duly famous.  ","The Texas Legislature chartered five southern transcontinental railroads in 1852 and 1853 alone. After the Civil War, the famed albeit crooked Gen. John C. Frémont, Indian fighter, became interested in a southern transcontinental railroad and got involved in the affairs of the Memphis, El Paso and Pacific Railroad. Frémont used the railroad's land grant as collateral for bonds he sold in France, but the company only graded a few extra miles. Frémont and his associates soon incorporated The Southern Trans-Continental Railway Company on July 27, 1870, to acquire the Memphis, El Paso and Pacific and to build along its projected route to El Paso as well as between Jefferson and Texarkana, but this company also did no work. The Memphis, El Paso and Pacific remained independent, however, as both it and the Southern Trans-Continental were sold to the Texas and Pacific Railway Company on June 12, 1873,and March 30, 1872, respectively. The Texas and Pacific built from Marshall through Jefferson to Texarkana in 1872 and 1873 and finally completed the projected Memphis, El Paso and Pacific line between Texarkana and Fort Worth in 1880. 

George C. Werner
Handbook of Texas Online
Adopted, 2007",,,,,NULL,
237,2007-04-04 22:24:29,2007-04-07 06:26:18,1873: Panic!,"As the economy imploded, the Adair's came over, on safari, with a keen eye for opportunity....","The collapse of Philadelphia's Jay Cooke's railroad empire in September of 1873 triggers a massive depression that lasts nearly six years. Amidst the mounting wreckage, the Adair's sally forth in August 1874 in search of a buffalo trophy and an inside investment opportunity. A visit to Chez Phil Sheridan in Chicago was key part of that mix.","While the country was imploding, the Adair's came over, on safari, with a keen eye for opportunity....",,,,237_t.jpg,
238,2007-04-05 18:17:49,2007-04-07 13:32:37,Indian Land Makes Strange Bedfellows,How the allure of Indian lands made partners out of Civil War opponents.,"After Texas seceded, the Confederacy may have been ""the only game to play"" in Charlie Goodnight's Texas; it had a Frontier Service, and young Charlie joined up ""to defend our homes."" A Texas friend has told me there was nothing much to it. But surely there's quite an irony in the fact that Goodnight's JA Ranch partner, Cornelia Wadsworth Ritchie, lost both her Union General war-hero father as well as her husband within months of each other, fighting the Confederacy. Then again, in the Republic's early years, Cornelia's Anglophile family was quick to make amends with the once-hated British via intermarriage, visits to London, and speculative land deals. Then again, Indian land had its magical way of turning the worst of enemies into the best of partners.  

Robert Spiegelman
<i>Staked Plains</i>
2007",,,,,NULL,
240,2007-04-06 07:06:59,2007-04-14 08:03:43,Once Were Warriors,The vastness that once was Commancheria.,,,,,,240_t.jpg,
241,2007-04-06 23:18:16,2007-04-15 08:06:44,"From Indian Country to ""Free Land"" to Railroad Country","Charlie Goodnight grew large on massive cattle drives and trail blazing. When the Santa Fe Railroad reached Amarillo, it marked the end of that trail. Then again, the RR enabled ""cattle-harvesting"" at an industrial pace, just as it had cleared off the buffalo. And, as the JA Ranch rapidly expanded toward a million acres, it was well-positioned to reap that Bonanza.     ","In granting land to railroads, Congress bracketed off much of the map for private sale... [T]he railroads would finance their construction by selling land along the railway corridor or borrowing against it. Until the early 1870s, the Union Pacific, the Central Pacific, the Atchison, Topeka and the Santa Fe, the Atlantic and Pacific, and the Texs and Pacific, as well as a  scattering of smaller roads, had received five times more land than homesteaders- the Northern Pacific alone an area larger than New England. [And] Congressmen harvested their gratitude... Largesse to railroads contracted the land available for homesteaders. By the 1860s, prewar land speculation and railroad land grants had closed a third of Kansas to homesteading... By 1890, when the Superintendent of the Census declared the frontier ""closed, the ""free"" homesteads occupied only 3.5 percent of the land west of the Mississippi.

Jack Beatty
<i>Age of Betrayal</i>
2007",,,,,NULL,
242,2007-04-07 07:34:41,2007-04-10 16:09:31,In the blink of an eye...,"In May of 1871, the Army's Col. Richard Dodge, who escorted Russian Crown Prince Alexi's grand western hunt, could wade through an <i>ocean</i> of buffaloes. In September 1874, while he chaperones the Adair's safari, only <i>one</i> old bull is sighted.","In May of 1871 Colonel Dodge drove in a buggy from Fort Zara to For Larned, thirty-four miles along the Arknansas River. At least twenty-five miles of that journey was through one immense herd. From a distance it appeared one solid black mass moving slowly northward, and it was only when Colonel Dodge was actually among them that he could recognize that the apparently solid mass was made up of countless small herds of from fifty to two hundred animals in each. As long as he was in the broad river valley, the herds sullenly got out of his way, and turned, within thirty or fifty yards, to stare. When, however, he approached the low line of hills that culminates in Pawnee Rock, the buffaloes at the crest of the herd took alarm at the unusual object in their rear, and stampeded at full speed toward the traveler.

E. Douglas Branch
<i>The Hunting of the Buffalo</i>
1929",,,,,NULL,
246,2007-04-07 09:02:52,NULL,Climax,,"The climax of the war was Mackenzie's capture and destruction of the Commanche and Kiowa horses, forever changing the course of Southwest Plains history. (Painting by David Sprecher)",,,,,246_t.jpg,
248,2007-04-08 06:59:02,2007-04-08 08:55:29,"Collecting the Old West, Back East",,"Using public money, Steve Reed, mayor of Harrisburg Pa., collected the Old West - Indian and Cowboy alike - and hoped to build a museum there to display its thousands of items. And there they've sat, in a dusty warehouse, odorized by the next door city incinerator. Under pressure from the City Council, the mayor's collection is being cataloged by a Texas-based auction house and slated for sell-off in October 2007. Multiple legacies were taken, and continue to be at risk; as our living pasts become  <i>new</i> Gilded Age collectibles, and recede from the public domain. What's right with this picture? (Photo: NYT/Angel Franco)",,,,,248_t.jpg,
249,2007-04-08 07:31:20,2007-04-08 07:51:50,Hiding the Past Means Cheating the Public,,"The final shot in Stephen Spielberg's <i>Raiders of the Lost Ark</i> reveals the <i>real</i> raiders to be anyone who imprisons our past - by bureaucracy, power or wealth - and keeps it out of public sight and memory.",,,,,249_t.jpg,
253,2007-04-14 06:56:37,2007-04-25 13:57:31,"No water, no future",,"No water, no cattle, no future. Goodnight knew where the water was in the Palo Duro and, via Adair, purchased accordingly - ""checker board"" style. Because land without water was useless, it could be controlled and grazed by those who owned the adjacent watered lands.",,,,,253_t.jpg,
254,2007-04-14 07:54:34,2007-04-14 08:10:10,Commancheria (By Asa Nanica),Traditional Commanche Territories.,,,,,,254_t.jpg,
255,2007-04-14 08:18:06,2007-04-14 08:30:36,Comanche War Party on the March,,From Catlin's unparalleled documentation of a way of life and a people he thought were doomed to impending extinction. (Smithsonian American Indian Collection),,,,,255_t.jpg,
256,2007-04-14 08:22:28,2007-04-14 08:28:17,Comanche Chasing Buffalo,,George Catlin took several trips to Indian Country before it was too late for both the Indian and the buffalo. (Smithsonian American Indian Collection),,,,,256_t.jpg,
257,2007-04-14 08:25:01,2007-04-14 08:28:43,Comanche War Party,,From Catlin's 18xx trip to Comancheria. (Smithsonian American Indian Collection),,,,,257_t.jpg,
258,2007-04-14 08:40:17,2007-04-14 08:42:24,Redeeming the Future,,"A stunning moment at Col. Richard Pratt's early Carlisle Academy, founded 1879. It is one fruit of his overseeing the 73 designated leaders of the Indian uprising of 1874 - Commanche, Kiowa and Cheyenne - who were taken to Fort Marion, St. Augustine, Florida, for reprocessing, before being returned to Indian Country. Pratt went on to found Carlisle whose famous motto was, ""Kill the Indian [within], [to] save the man.""",,,,,258_t.jpg,
259,2007-04-14 11:37:02,2007-04-14 11:41:22,"Homage to Ranald ""Bad Hand"" Mackenzie",,"The play <i>Equus</i> explores the internal canyons that lead to a boy's slaying of a single horse. Colonel Ranald Mackenzie fell apart, psychically, on the eve before his wedding. ",,,,,259_t.jpg,
